Archer Daniels Midland|adm.com|Alimentos Global|0
Bunge Limited|bunge.com|Alimentos Global|0
Cargill Inc|cargill.com|Alimentos Global|0
Louis Dreyfus Company|ldc.com|Alimentos Global|0
Philip Morris International|pmi.com|Alimentos Global|0
British American Tobacco|bat.com|Alimentos Global|0
Altria Group|altria.com|Alimentos Global|0
Heineken N.V|theheinekencompany.com|Alimentos Global|0
Ambev|ambev.com|Alimentos Brasil|1
Marfrig Global Foods|marfrig.com|Alimentos Brasil|1
Minerva Foods|minerva-foods.com|Alimentos Brasil|1
M. Dias Branco|mdiasbranco.com|Alimentos Brasil|1
Camil Alimentos|camilalimentos.com|Alimentos Brasil|1
Grupo Petrópolis|grupopetropolis.com|Alimentos Brasil|1
Heineken Brasil|heinekenbrasil.com|Alimentos Brasil|1
Coca-Cola FEMSA Brasil|femsa.com|Alimentos Brasil|1
Aurora Alimentos|auroraalimentos.com|Alimentos Brasil|1
Frimesa|frimesa.com|Alimentos Brasil|1
Lar Cooperativa Agroindustrial lar.ind.br C.Vale Cooperativa|cvale.com|Alimentos Brasil|1
Coamo Cooperativa|coamo.com|Alimentos Brasil|1
Citrosuco|citrosuco.com|Alimentos Brasil|1
Cutrale|cutrale.com|Alimentos Brasil|1
Três Corações Alimentos|3coracoes.com|Alimentos Brasil|1
Melitta Brasil|melitta.com|Alimentos Brasil|1
Piracanjuba|piracanjuba.com|Alimentos Brasil|1
Costco Wholesale|costco.com|Varejo Global|0
Home Depot|homedepot.com|Varejo Global|0
Lowe's Companies|lowes.com|Varejo Global|0
Pinduoduo|pddholdings.com|Varejo Global|0
Tesco PLC|tescoplc.com|Varejo Global|0
Aldi Group|aldi.com|Varejo Global|0
Lidl Stiftung & Co|lidl.de|Varejo Global|0
IKEA Group|ikea.com|Varejo Global|0
Inditex|inditex.com|Varejo Global|0
H&M Group|hmgroup.com|Varejo Global|0
Magazine Luiza|magazineluiza.com|Varejo Brasil|1
Casas Bahia|casasbahia.com|Varejo Brasil|1
Americanas S.A|americanas.com|Varejo Brasil|1
Mercado Livre Brasil|mercadolivre.com|Varejo Brasil|1
Assaí Atacadista|assai.com|Varejo Brasil|1
Grupo Pão de Açúcar|gpari.com|Varejo Brasil|1
Grupo Mateus|grupomateus.com|Varejo Brasil|1
Lojas Renner|lojasrenner.com|Varejo Brasil|1
C&A Brasil|cea.com|Varejo Brasil|1
Riachuelo|riachuelo.com|Varejo Brasil|1
Lojas Marisa|marisa.com|Varejo Brasil|1
Havan|havan.com|Varejo Brasil|1
Centauro|centauro.com|Varejo Brasil|1
Petz|petz.com|Varejo Brasil|1
Cobasi|cobasi.com|Varejo Brasil|1
Raia Drogasil|rd.com|Varejo Brasil|1
Drogarias Pacheco|drogariaspacheco.com|Varejo Brasil|1
Farmácias Pague Menos|paguemenos.com|Varejo Brasil|1
Panvel Farmácias|panvel.com|Varejo Brasil|1
T-Mobile US|t-mobile.com|Telecom Global|0
Comcast Corporation|comcast.com|Telecom Global|0
Orange SA|orange.com|Telecom Global|0
Deutsche Telekom|telekom.com|Telecom Global|0
NTT Docomo docomo.ne.jp China Mobile|chinamobileltd.com|Telecom Global|0
China Telecom|chinatelecom-h.com|Telecom Global|0
SoftBank Group softbank.jp America Movil|americamovil.com|Telecom Global|0
Singtel|singtel.com|Telecom Global|0
KDDI Corporation|kddi.com|Telecom Global|0
Vivo|vivo.com|Telecom Brasil|1
Claro Brasil|claro.com|Telecom Brasil|1
TIM Brasil|tim.com|Telecom Brasil|1
Oi S.A|oi.com|Telecom Brasil|1
Algar Telecom|algartelecom.com|Telecom Brasil|1
Brisanet Telecomunicações|brisanet.com|Telecom Brasil|1
Desktop Internet|desktop.com|Telecom Brasil|1
Americanet|americanet.com|Telecom Brasil|1
Ligga Telecom|liggatelecom.com|Telecom Brasil|1
AbbVie Inc|abbvie.com|Farmacêutica Global|0
Johnson & Johnson Pharmaceuticals|jnj.com|Farmacêutica Global|0
Novartis AG|novartis.com|Farmacêutica Global|0
Sanofi S.A|sanofi.com|Farmacêutica Global|0
Bristol Myers Squibb|bms.com|Farmacêutica Global|0
GSK PLC|gsk.com|Farmacêutica Global|0
Gilead Sciences|gilead.com|Farmacêutica Global|0
Amgen Inc|amgen.com|Farmacêutica Global|0
Bayer AG|bayer.com|Farmacêutica Global|0
Takeda Pharmaceutical|takeda.com|Farmacêutica Global|0
Boehringer Ingelheim|boehringer-ingelheim.com|Farmacêutica Global|0
Viatris Inc|viatris.com|Farmacêutica Global|0
Teva Pharmaceutical|tevapharm.com|Farmacêutica Global|0
Aché Laboratórios|ache.com|Farmacêutica Brasil|1
Eurofarma|eurofarma.com|Farmacêutica Brasil|1
EMS Farmacêutica|ems.com|Farmacêutica Brasil|1
Libbs Farmacêutica|libbs.com|Farmacêutica Brasil|1
Cristália Laboratório|cristalia.com|Farmacêutica Brasil|1
Biolab Farmacêutica|biolabfarma.com|Farmacêutica Brasil|1
Blau Farmacêutica|blau.com|Farmacêutica Brasil|1
Prati-Donaduzzi|pratidonaduzzi.com|Farmacêutica Brasil|1
Grupo Fleury|grupofleury.com|Farmacêutica Brasil|1
Dasa|dasa.com|Farmacêutica Brasil|1
JSL Logística|jsl.com|Logística Brasil|1
Movida|movida.com|Logística Brasil|1
Localiza Rent a Car|localiza.com|Logística Brasil|1
Rumo Logística|rumologistica.com|Logística Brasil|1
VLI Logística|vli-logistica.com|Logística Brasil|1
MRS Logística|mrs.com|Logística Brasil|1
CCR S.A|ccr.com|Logística Brasil|1
EcoRodovias|ecorodovias.com|Logística Brasil|1
Santos Brasil|santosbrasil.com|Logística Brasil|1
Wilson Sons|wilsonsons.com|Logística Brasil|1
Azul Linhas Aéreas|voeazul.com|Logística Brasil|1
Gol Linhas Aéreas|voegol.com|Logística Brasil|1
Loggi|loggi.com|Logística Brasil|1
Melhor Envio|melhorenvio.com|Logística Brasil|1
